,index,speed,time,start_latitude
233,36168,29,2023-09-06T05:30:55.000,41.9537825128
234,36167,20,2023-09-06T05:30:55.000,41.9538366862
235,36165,29,2023-09-06T05:30:55.000,41.9536492536
236,36030,18,2023-09-06T05:31:02.000,41.9541531514
237,36036,25,2023-09-06T05:31:02.000,41.9540197354
238,36032,24,2023-09-06T05:31:02.000,41.9538755379
239,35993,24,2023-09-06T05:31:04.000,41.9527793008
240,35992,25,2023-09-06T05:31:04.000,41.9529189391
241,35991,29,2023-09-06T05:31:04.000,41.9526056908
242,35988,24,2023-09-06T05:31:04.000,41.9530473793
243,35984,30,2023-09-06T05:31:04.000,41.9526256799
244,35979,24,2023-09-06T05:31:04.000,41.9535105845
245,35700,29,2023-09-06T05:40:02.000,41.9519145079
246,35402,17,2023-09-06T05:40:15.000,41.9538755379
247,35405,22,2023-09-06T05:40:15.000,41.9544240318
248,35413,20,2023-09-06T05:40:15.000,41.9541531514
249,35410,25,2023-09-06T05:40:15.000,41.9543511743
250,35416,24,2023-09-06T05:40:15.000,41.9542409021
251,35407,23,2023-09-06T05:40:15.000,41.9540197354
252,35365,26,2023-09-06T05:40:17.000,41.9524069352
253,35362,25,2023-09-06T05:40:17.000,41.9526256799
254,35363,17,2023-09-06T05:40:17.000,41.9527793008
255,35368,25,2023-09-06T05:40:17.000,41.9529189391
256,35378,29,2023-09-06T05:40:17.000,41.9521088985
257,35371,24,2023-09-06T05:40:17.000,41.9532811726
258,35373,26,2023-09-06T05:40:17.000,41.9530473793
259,35377,25,2023-09-06T05:40:17.000,41.9531625184
260,35379,26,2023-09-06T05:40:17.000,41.9533921986
261,35370,24,2023-09-06T05:40:17.000,41.9526056908
262,35025,24,2023-09-06T05:50:17.000,41.9519145079
263,34948,27,2023-09-06T05:50:22.000,41.9538366862
264,34921,22,2023-09-06T05:50:22.000,41.9536492536
265,34920,25,2023-09-06T05:50:22.000,41.9537825128
266,34763,29,2023-09-06T05:50:31.000,41.9542409021
267,34761,26,2023-09-06T05:50:31.000,41.9538755379
268,34769,20,2023-09-06T05:50:31.000,41.9543511743
269,34770,29,2023-09-06T05:50:31.000,41.9541531514
270,34732,24,2023-09-06T05:50:36.000,41.9524069352
271,34730,24,2023-09-06T05:50:36.000,41.9521088985
272,34725,18,2023-09-06T05:50:37.000,41.9527793008
273,34724,22,2023-09-06T05:50:37.000,41.9531625184
274,34723,24,2023-09-06T05:50:37.000,41.9533921986
275,34721,18,2023-09-06T05:50:37.000,41.9529189391
276,34720,23,2023-09-06T05:50:37.000,41.9530473793
277,34718,20,2023-09-06T05:50:37.000,41.9532811726
278,34716,24,2023-09-06T05:50:37.000,41.9535105845
279,34394,33,2023-09-06T06:01:05.000,41.9519145079
280,34291,20,2023-09-06T06:01:11.000,41.9536492536
281,34117,23,2023-09-06T06:01:20.000,41.9541531514
282,34119,27,2023-09-06T06:01:20.000,41.9540197354
283,34134,30,2023-09-06T06:01:20.000,41.9542409021
284,34131,20,2023-09-06T06:01:20.000,41.9543511743
285,34120,22,2023-09-06T06:01:20.000,41.9544240318
286,34074,23,2023-09-06T06:01:23.000,41.9527793008
287,34071,20,2023-09-06T06:01:23.000,41.9535105845
288,34072,23,2023-09-06T06:01:23.000,41.9526256799
289,34076,20,2023-09-06T06:01:23.000,41.9530473793
290,34082,20,2023-09-06T06:01:23.000,41.9533921986
291,34083,25,2023-09-06T06:01:23.000,41.9532811726
292,34084,27,2023-09-06T06:01:23.000,41.9524069352
293,34085,23,2023-09-06T06:01:23.000,41.9529189391
294,34078,23,2023-09-06T06:01:23.000,41.9526056908
295,33701,33,2023-09-06T06:10:18.000,41.9519145079
296,33602,17,2023-09-06T06:10:26.000,41.9536492536
297,33572,20,2023-09-06T06:10:27.000,41.9538366862
298,33571,18,2023-09-06T06:10:27.000,41.9537825128
299,33429,29,2023-09-06T06:10:45.000,41.9542409021
300,33428,24,2023-09-06T06:10:45.000,41.9541531514
301,33426,15,2023-09-06T06:10:45.000,41.9544240318
302,33420,23,2023-09-06T06:10:45.000,41.9538755379
303,33377,28,2023-09-06T06:10:48.000,41.9533921986
304,33373,25,2023-09-06T06:10:48.000,41.9524069352
305,33375,23,2023-09-06T06:10:48.000,41.9531625184
306,33379,25,2023-09-06T06:10:48.000,41.9527793008
307,33387,23,2023-09-06T06:10:48.000,41.9530473793
308,33383,33,2023-09-06T06:10:48.000,41.9521088985
309,33389,31,2023-09-06T06:10:48.000,41.9526256799
310,33388,33,2023-09-06T06:10:48.000,41.9526056908
311,33382,21,2023-09-06T06:10:48.000,41.9532811726
312,32914,20,2023-09-06T06:20:48.000,41.9537825128
313,32905,25,2023-09-06T06:20:48.000,41.9538366862
314,32904,22,2023-09-06T06:20:48.000,41.9536492536
315,32734,15,2023-09-06T06:20:59.000,41.9544240318
316,32730,19,2023-09-06T06:20:59.000,41.9543511743
317,32729,25,2023-09-06T06:20:59.000,41.9540197354
318,32727,20,2023-09-06T06:20:59.000,41.9541531514
319,32726,25,2023-09-06T06:20:59.000,41.9542409021
320,32657,26,2023-09-06T06:21:03.000,41.9526256799
321,32659,22,2023-09-06T06:21:03.000,41.9535105845
322,32661,23,2023-09-06T06:21:03.000,41.9530473793
323,32667,24,2023-09-06T06:21:03.000,41.9529189391
324,32675,24,2023-09-06T06:21:03.000,41.9533921986
325,32676,27,2023-09-06T06:21:03.000,41.9524069352
326,32677,20,2023-09-06T06:21:03.000,41.9531625184
327,32673,20,2023-09-06T06:21:03.000,41.9527793008
328,32276,35,2023-09-06T06:30:50.000,41.9519145079
329,32135,22,2023-09-06T06:30:59.000,41.9538366862
330,31956,21,2023-09-06T06:31:11.000,41.9544240318
331,31953,18,2023-09-06T06:31:11.000,41.9541531514
332,31950,25,2023-09-06T06:31:11.000,41.9540197354
333,31943,20,2023-09-06T06:31:11.000,41.9538755379
334,31879,35,2023-09-06T06:31:15.000,41.9521088985
335,31886,30,2023-09-06T06:31:15.000,41.9533921986
336,31890,22,2023-09-06T06:31:15.000,41.9527793008
337,31893,26,2023-09-06T06:31:15.000,41.9526256799
338,31894,27,2023-09-06T06:31:15.000,41.9526056908
339,31899,21,2023-09-06T06:31:15.000,41.9531625184
340,31897,23,2023-09-06T06:31:15.000,41.9535105845
341,31895,25,2023-09-06T06:31:15.000,41.9529189391
342,31902,22,2023-09-06T06:31:15.000,41.9530473793
343,31900,33,2023-09-06T06:31:15.000,41.9532811726
344,31901,31,2023-09-06T06:31:15.000,41.9524069352
