,index,speed,time
634,36140,25,2023-09-06T05:30:56.000
635,36134,27,2023-09-06T05:30:56.000
636,36143,26,2023-09-06T05:30:56.000
637,36141,23,2023-09-06T05:30:56.000
638,36145,27,2023-09-06T05:30:56.000
639,36163,22,2023-09-06T05:30:56.000
640,36144,26,2023-09-06T05:30:56.000
641,36160,23,2023-09-06T05:30:56.000
642,36159,29,2023-09-06T05:30:56.000
643,36158,31,2023-09-06T05:30:56.000
644,36156,23,2023-09-06T05:30:56.000
645,36157,25,2023-09-06T05:30:56.000
646,36154,24,2023-09-06T05:30:56.000
647,36153,23,2023-09-06T05:30:56.000
648,36152,31,2023-09-06T05:30:56.000
649,36146,28,2023-09-06T05:30:56.000
650,36155,25,2023-09-06T05:30:56.000
651,35528,26,2023-09-06T05:40:09.000
652,35531,30,2023-09-06T05:40:09.000
653,35530,29,2023-09-06T05:40:09.000
654,35532,31,2023-09-06T05:40:09.000
655,35527,24,2023-09-06T05:40:09.000
656,35521,12,2023-09-06T05:40:09.000
657,35525,24,2023-09-06T05:40:09.000
658,35523,25,2023-09-06T05:40:09.000
659,35522,19,2023-09-06T05:40:09.000
660,35534,23,2023-09-06T05:40:09.000
661,35526,20,2023-09-06T05:40:09.000
662,35535,20,2023-09-06T05:40:09.000
663,35524,20,2023-09-06T05:40:09.000
664,35537,33,2023-09-06T05:40:09.000
665,35536,19,2023-09-06T05:40:09.000
666,35549,25,2023-09-06T05:40:09.000
667,35548,27,2023-09-06T05:40:09.000
668,35547,23,2023-09-06T05:40:09.000
669,35546,27,2023-09-06T05:40:09.000
670,35550,32,2023-09-06T05:40:09.000
671,35544,23,2023-09-06T05:40:09.000
672,35545,26,2023-09-06T05:40:09.000
673,35540,27,2023-09-06T05:40:09.000
674,35538,25,2023-09-06T05:40:09.000
675,35543,30,2023-09-06T05:40:09.000
676,35542,21,2023-09-06T05:40:09.000
677,34879,28,2023-09-06T05:50:24.000
678,34867,27,2023-09-06T05:50:24.000
679,34868,29,2023-09-06T05:50:24.000
680,34869,27,2023-09-06T05:50:24.000
681,34872,24,2023-09-06T05:50:24.000
682,34873,25,2023-09-06T05:50:24.000
683,34874,22,2023-09-06T05:50:24.000
684,34875,27,2023-09-06T05:50:24.000
685,34877,25,2023-09-06T05:50:24.000
686,34878,23,2023-09-06T05:50:24.000
687,34880,23,2023-09-06T05:50:24.000
688,34870,30,2023-09-06T05:50:24.000
689,34883,26,2023-09-06T05:50:24.000
690,34882,25,2023-09-06T05:50:24.000
691,34896,23,2023-09-06T05:50:24.000
692,34895,22,2023-09-06T05:50:24.000
693,34894,23,2023-09-06T05:50:24.000
694,34893,26,2023-09-06T05:50:24.000
695,34897,29,2023-09-06T05:50:24.000
696,34889,24,2023-09-06T05:50:24.000
697,34887,24,2023-09-06T05:50:24.000
698,34886,26,2023-09-06T05:50:24.000
699,34884,27,2023-09-06T05:50:24.000
700,34891,20,2023-09-06T05:50:24.000
701,34244,27,2023-09-06T06:01:13.000
702,34245,34,2023-09-06T06:01:13.000
703,34246,27,2023-09-06T06:01:13.000
704,34247,29,2023-09-06T06:01:13.000
705,34248,20,2023-09-06T06:01:13.000
706,34250,29,2023-09-06T06:01:13.000
707,34251,19,2023-09-06T06:01:13.000
708,34252,30,2023-09-06T06:01:13.000
709,34253,26,2023-09-06T06:01:13.000
710,34255,25,2023-09-06T06:01:13.000
711,34257,18,2023-09-06T06:01:13.000
712,34258,31,2023-09-06T06:01:13.000
713,34259,35,2023-09-06T06:01:13.000
714,34260,24,2023-09-06T06:01:13.000
715,34262,19,2023-09-06T06:01:13.000
716,34263,25,2023-09-06T06:01:13.000
717,34264,20,2023-09-06T06:01:13.000
718,34266,24,2023-09-06T06:01:13.000
719,34254,30,2023-09-06T06:01:13.000
720,33545,29,2023-09-06T06:10:30.000
721,33546,29,2023-09-06T06:10:30.000
722,33547,21,2023-09-06T06:10:30.000
723,33555,23,2023-09-06T06:10:30.000
724,33552,30,2023-09-06T06:10:30.000
725,33553,24,2023-09-06T06:10:30.000
726,33548,27,2023-09-06T06:10:30.000
727,33532,10,2023-09-06T06:10:31.000
728,33533,26,2023-09-06T06:10:31.000
729,33540,29,2023-09-06T06:10:31.000
730,33530,27,2023-09-06T06:10:31.000
731,33534,24,2023-09-06T06:10:31.000
732,33531,23,2023-09-06T06:10:31.000
733,33535,23,2023-09-06T06:10:31.000
734,33542,25,2023-09-06T06:10:31.000
735,33537,26,2023-09-06T06:10:31.000
736,33538,22,2023-09-06T06:10:31.000
737,33539,27,2023-09-06T06:10:31.000
738,33541,27,2023-09-06T06:10:31.000
739,33543,22,2023-09-06T06:10:31.000
740,33544,23,2023-09-06T06:10:31.000
741,33536,21,2023-09-06T06:10:31.000
742,32850,25,2023-09-06T06:20:51.000
743,32849,16,2023-09-06T06:20:51.000
744,32848,27,2023-09-06T06:20:51.000
745,32846,33,2023-09-06T06:20:51.000
746,32845,22,2023-09-06T06:20:51.000
747,32842,26,2023-09-06T06:20:51.000
748,32843,23,2023-09-06T06:20:51.000
749,32852,24,2023-09-06T06:20:51.000
750,32841,25,2023-09-06T06:20:51.000
751,32840,26,2023-09-06T06:20:51.000
752,32844,27,2023-09-06T06:20:51.000
753,32853,22,2023-09-06T06:20:51.000
754,32847,25,2023-09-06T06:20:51.000
755,32855,23,2023-09-06T06:20:51.000
756,32856,25,2023-09-06T06:20:51.000
757,32857,23,2023-09-06T06:20:51.000
758,32858,23,2023-09-06T06:20:51.000
759,32866,22,2023-09-06T06:20:51.000
760,32859,31,2023-09-06T06:20:51.000
761,32860,25,2023-09-06T06:20:51.000
762,32861,28,2023-09-06T06:20:51.000
763,32862,27,2023-09-06T06:20:51.000
764,32863,28,2023-09-06T06:20:51.000
765,32864,23,2023-09-06T06:20:51.000
766,32865,29,2023-09-06T06:20:51.000
767,32854,25,2023-09-06T06:20:51.000
768,32109,18,2023-09-06T06:31:01.000
769,32115,27,2023-09-06T06:31:01.000
770,32113,25,2023-09-06T06:31:01.000
771,32087,25,2023-09-06T06:31:02.000
772,32074,21,2023-09-06T06:31:02.000
773,32075,23,2023-09-06T06:31:02.000
774,32076,20,2023-09-06T06:31:02.000
775,32078,28,2023-09-06T06:31:02.000
776,32079,27,2023-09-06T06:31:02.000
777,32080,20,2023-09-06T06:31:02.000
778,32081,24,2023-09-06T06:31:02.000
779,32082,25,2023-09-06T06:31:02.000
780,32083,25,2023-09-06T06:31:02.000
781,32085,26,2023-09-06T06:31:02.000
782,32086,22,2023-09-06T06:31:02.000
783,32088,15,2023-09-06T06:31:02.000
784,32077,25,2023-09-06T06:31:02.000
785,32090,25,2023-09-06T06:31:02.000
786,32102,27,2023-09-06T06:31:02.000
787,32101,23,2023-09-06T06:31:02.000
788,32100,24,2023-09-06T06:31:02.000
789,32103,22,2023-09-06T06:31:02.000
790,32099,19,2023-09-06T06:31:02.000
791,32098,20,2023-09-06T06:31:02.000
792,32089,30,2023-09-06T06:31:02.000
793,32096,18,2023-09-06T06:31:02.000
794,32095,25,2023-09-06T06:31:02.000
795,32094,33,2023-09-06T06:31:02.000
796,32093,27,2023-09-06T06:31:02.000
797,32092,22,2023-09-06T06:31:02.000
798,32091,29,2023-09-06T06:31:02.000
799,32097,25,2023-09-06T06:31:02.000
800,31308,25,2023-09-06T06:40:18.000
801,31313,27,2023-09-06T06:40:18.000
802,31314,31,2023-09-06T06:40:18.000
803,31310,29,2023-09-06T06:40:18.000
804,31318,24,2023-09-06T06:40:18.000
805,31320,19,2023-09-06T06:40:18.000
806,31321,30,2023-09-06T06:40:18.000
807,31322,27,2023-09-06T06:40:18.000
808,31316,20,2023-09-06T06:40:18.000
809,31291,21,2023-09-06T06:40:19.000
810,31290,30,2023-09-06T06:40:19.000
811,31289,25,2023-09-06T06:40:19.000
812,31287,23,2023-09-06T06:40:19.000
813,31286,27,2023-09-06T06:40:19.000
814,31292,29,2023-09-06T06:40:19.000
815,31283,25,2023-09-06T06:40:19.000
816,31282,27,2023-09-06T06:40:19.000
817,31281,20,2023-09-06T06:40:19.000
818,31280,22,2023-09-06T06:40:19.000
819,31285,23,2023-09-06T06:40:19.000
820,31284,26,2023-09-06T06:40:19.000
821,31294,25,2023-09-06T06:40:19.000
822,31295,18,2023-09-06T06:40:19.000
823,31293,16,2023-09-06T06:40:19.000
824,31306,27,2023-09-06T06:40:19.000
825,31305,25,2023-09-06T06:40:19.000
826,31303,20,2023-09-06T06:40:19.000
827,31302,23,2023-09-06T06:40:19.000
828,31304,23,2023-09-06T06:40:19.000
829,31300,32,2023-09-06T06:40:19.000
830,31299,24,2023-09-06T06:40:19.000
831,31298,15,2023-09-06T06:40:19.000
832,31297,23,2023-09-06T06:40:19.000
833,31296,26,2023-09-06T06:40:19.000
834,31301,27,2023-09-06T06:40:19.000
835,30529,29,2023-09-06T06:50:30.000
836,30521,24,2023-09-06T06:50:30.000
837,30524,28,2023-09-06T06:50:30.000
838,30525,32,2023-09-06T06:50:30.000
839,30526,25,2023-09-06T06:50:30.000
840,30530,35,2023-09-06T06:50:30.000
841,30533,27,2023-09-06T06:50:30.000
842,30532,24,2023-09-06T06:50:30.000
843,30534,31,2023-09-06T06:50:30.000
844,30535,23,2023-09-06T06:50:30.000
845,30536,25,2023-09-06T06:50:30.000
846,30537,25,2023-09-06T06:50:30.000
847,30531,21,2023-09-06T06:50:30.000
848,30503,15,2023-09-06T06:50:31.000
849,30504,19,2023-09-06T06:50:31.000
850,30505,23,2023-09-06T06:50:31.000
851,30506,20,2023-09-06T06:50:31.000
852,30509,18,2023-09-06T06:50:31.000
853,30507,29,2023-09-06T06:50:31.000
854,30508,28,2023-09-06T06:50:31.000
855,30510,19,2023-09-06T06:50:31.000
856,30516,27,2023-09-06T06:50:31.000
857,30512,29,2023-09-06T06:50:31.000
858,30520,28,2023-09-06T06:50:31.000
859,30519,20,2023-09-06T06:50:31.000
860,30518,32,2023-09-06T06:50:31.000
861,30511,30,2023-09-06T06:50:31.000
862,30515,20,2023-09-06T06:50:31.000
863,30514,25,2023-09-06T06:50:31.000
864,30513,23,2023-09-06T06:50:31.000
865,30517,17,2023-09-06T06:50:31.000
866,29740,28,2023-09-06T07:01:19.000
867,29733,26,2023-09-06T07:01:19.000
868,29734,20,2023-09-06T07:01:19.000
869,29735,10,2023-09-06T07:01:19.000
870,29736,30,2023-09-06T07:01:19.000
871,29737,20,2023-09-06T07:01:19.000
872,29739,29,2023-09-06T07:01:19.000
873,29741,21,2023-09-06T07:01:19.000
874,29743,22,2023-09-06T07:01:19.000
875,29745,23,2023-09-06T07:01:19.000
876,29747,32,2023-09-06T07:01:19.000
877,29748,16,2023-09-06T07:01:19.000
878,29749,25,2023-09-06T07:01:19.000
879,29750,28,2023-09-06T07:01:19.000
880,29753,31,2023-09-06T07:01:19.000
881,29754,20,2023-09-06T07:01:19.000
882,29742,22,2023-09-06T07:01:19.000
883,29722,18,2023-09-06T07:01:20.000
884,29718,21,2023-09-06T07:01:20.000
885,29719,21,2023-09-06T07:01:20.000
886,29720,29,2023-09-06T07:01:20.000
887,29721,19,2023-09-06T07:01:20.000
888,29723,18,2023-09-06T07:01:20.000
889,29729,18,2023-09-06T07:01:20.000
890,29725,27,2023-09-06T07:01:20.000
891,29726,12,2023-09-06T07:01:20.000
892,29727,25,2023-09-06T07:01:20.000
893,29730,26,2023-09-06T07:01:20.000
894,29731,26,2023-09-06T07:01:20.000
895,29732,22,2023-09-06T07:01:20.000
896,29724,27,2023-09-06T07:01:20.000
897,28949,34,2023-09-06T07:10:42.000
898,28951,28,2023-09-06T07:10:42.000
899,28950,14,2023-09-06T07:10:42.000
900,28954,27,2023-09-06T07:10:42.000
901,28956,24,2023-09-06T07:10:42.000
902,28957,23,2023-09-06T07:10:42.000
903,28952,21,2023-09-06T07:10:42.000
904,28927,26,2023-09-06T07:10:43.000
905,28928,27,2023-09-06T07:10:43.000
906,28929,27,2023-09-06T07:10:43.000
907,28930,24,2023-09-06T07:10:43.000
908,28931,20,2023-09-06T07:10:43.000
909,28932,25,2023-09-06T07:10:43.000
910,28933,16,2023-09-06T07:10:43.000
911,28934,28,2023-09-06T07:10:43.000
912,28935,24,2023-09-06T07:10:43.000
913,28936,20,2023-09-06T07:10:43.000
914,28939,29,2023-09-06T07:10:43.000
915,28938,23,2023-09-06T07:10:43.000
916,28937,23,2023-09-06T07:10:43.000
917,28947,19,2023-09-06T07:10:43.000
918,28946,27,2023-09-06T07:10:43.000
919,28945,30,2023-09-06T07:10:43.000
920,28948,25,2023-09-06T07:10:43.000
921,28943,29,2023-09-06T07:10:43.000
922,28942,27,2023-09-06T07:10:43.000
923,28941,26,2023-09-06T07:10:43.000
924,28940,33,2023-09-06T07:10:43.000
925,28944,27,2023-09-06T07:10:43.000
926,28926,29,2023-09-06T07:10:44.000
927,28925,20,2023-09-06T07:10:44.000
928,28924,27,2023-09-06T07:10:44.000
929,28923,27,2023-09-06T07:10:44.000
930,28137,16,2023-09-06T07:20:56.000
931,28134,20,2023-09-06T07:20:56.000
932,28135,29,2023-09-06T07:20:56.000
933,28136,20,2023-09-06T07:20:56.000
934,28138,28,2023-09-06T07:20:56.000
935,28132,29,2023-09-06T07:20:56.000
936,28142,12,2023-09-06T07:20:56.000
937,28143,19,2023-09-06T07:20:56.000
938,28145,30,2023-09-06T07:20:56.000
939,28146,18,2023-09-06T07:20:56.000
940,28147,19,2023-09-06T07:20:56.000
941,28148,27,2023-09-06T07:20:56.000
942,28139,14,2023-09-06T07:20:56.000
943,28111,27,2023-09-06T07:20:57.000
944,28112,17,2023-09-06T07:20:57.000
945,28114,16,2023-09-06T07:20:57.000
946,28115,23,2023-09-06T07:20:57.000
947,28116,20,2023-09-06T07:20:57.000
948,28117,23,2023-09-06T07:20:57.000
949,28118,16,2023-09-06T07:20:57.000
950,28119,24,2023-09-06T07:20:57.000
951,28120,25,2023-09-06T07:20:57.000
952,28122,26,2023-09-06T07:20:57.000
953,28121,21,2023-09-06T07:20:57.000
954,28129,23,2023-09-06T07:20:57.000
955,28128,15,2023-09-06T07:20:57.000
956,28127,25,2023-09-06T07:20:57.000
957,28130,27,2023-09-06T07:20:57.000
958,28125,25,2023-09-06T07:20:57.000
959,28124,25,2023-09-06T07:20:57.000
960,28123,23,2023-09-06T07:20:57.000
961,28126,24,2023-09-06T07:20:57.000
962,27335,25,2023-09-06T07:31:06.000
963,27331,22,2023-09-06T07:31:06.000
964,27326,17,2023-09-06T07:31:07.000
965,27325,21,2023-09-06T07:31:07.000
966,27324,20,2023-09-06T07:31:07.000
967,27323,29,2023-09-06T07:31:07.000
968,27322,25,2023-09-06T07:31:07.000
969,27321,27,2023-09-06T07:31:07.000
970,27319,16,2023-09-06T07:31:07.000
971,27299,29,2023-09-06T07:31:07.000
972,27300,23,2023-09-06T07:31:07.000
973,27301,7,2023-09-06T07:31:07.000
974,27302,21,2023-09-06T07:31:07.000
975,27303,29,2023-09-06T07:31:07.000
976,27304,30,2023-09-06T07:31:07.000
977,27305,20,2023-09-06T07:31:07.000
978,27306,27,2023-09-06T07:31:07.000
979,27307,20,2023-09-06T07:31:07.000
980,27308,20,2023-09-06T07:31:07.000
981,27320,18,2023-09-06T07:31:07.000
982,27310,16,2023-09-06T07:31:07.000
983,27311,24,2023-09-06T07:31:07.000
984,27312,14,2023-09-06T07:31:07.000
985,27313,15,2023-09-06T07:31:07.000
986,27314,14,2023-09-06T07:31:07.000
987,27315,27,2023-09-06T07:31:07.000
988,27316,20,2023-09-06T07:31:07.000
989,27317,16,2023-09-06T07:31:07.000
990,27318,23,2023-09-06T07:31:07.000
991,27309,15,2023-09-06T07:31:07.000
992,27149,22,2023-09-06T07:31:21.000
993,27160,11,2023-09-06T07:31:21.000
994,26485,18,2023-09-06T07:40:21.000
995,26486,26,2023-09-06T07:40:21.000
996,26487,35,2023-09-06T07:40:21.000
997,26488,31,2023-09-06T07:40:21.000
998,26489,28,2023-09-06T07:40:21.000
999,26491,18,2023-09-06T07:40:21.000
1000,26492,24,2023-09-06T07:40:21.000
1001,26495,12,2023-09-06T07:40:21.000
1002,26496,28,2023-09-06T07:40:21.000
1003,26497,14,2023-09-06T07:40:21.000
1004,26490,16,2023-09-06T07:40:21.000
1005,26500,40,2023-09-06T07:40:21.000
1006,26501,20,2023-09-06T07:40:21.000
1007,26502,27,2023-09-06T07:40:21.000
1008,26503,21,2023-09-06T07:40:21.000
1009,26510,20,2023-09-06T07:40:21.000
1010,26504,29,2023-09-06T07:40:21.000
1011,26506,12,2023-09-06T07:40:21.000
1012,26507,14,2023-09-06T07:40:21.000
1013,26508,18,2023-09-06T07:40:21.000
1014,26509,13,2023-09-06T07:40:21.000
1015,26499,23,2023-09-06T07:40:21.000
1016,26473,17,2023-09-06T07:40:22.000
1017,26475,20,2023-09-06T07:40:22.000
1018,26476,28,2023-09-06T07:40:22.000
1019,26477,25,2023-09-06T07:40:22.000
1020,26478,16,2023-09-06T07:40:22.000
1021,26481,31,2023-09-06T07:40:22.000
1022,26482,25,2023-09-06T07:40:22.000
1023,26483,24,2023-09-06T07:40:22.000
1024,26484,10,2023-09-06T07:40:22.000
1025,26480,28,2023-09-06T07:40:22.000
1026,25716,39,2023-09-06T07:50:35.000
1027,25715,35,2023-09-06T07:50:35.000
1028,25713,35,2023-09-06T07:50:35.000
1029,25712,14,2023-09-06T07:50:35.000
1030,25702,24,2023-09-06T07:50:36.000
1031,25697,14,2023-09-06T07:50:36.000
1032,25698,19,2023-09-06T07:50:36.000
1033,25699,23,2023-09-06T07:50:36.000
1034,25700,17,2023-09-06T07:50:36.000
1035,25701,12,2023-09-06T07:50:36.000
1036,25703,11,2023-09-06T07:50:36.000
1037,25707,17,2023-09-06T07:50:36.000
1038,25705,18,2023-09-06T07:50:36.000
1039,25710,16,2023-09-06T07:50:36.000
1040,25709,12,2023-09-06T07:50:36.000
1041,25704,27,2023-09-06T07:50:36.000
1042,25711,27,2023-09-06T07:50:36.000
1043,25706,22,2023-09-06T07:50:36.000
1044,25708,26,2023-09-06T07:50:36.000
1045,25693,12,2023-09-06T07:50:37.000
1046,25692,27,2023-09-06T07:50:37.000
1047,25695,20,2023-09-06T07:50:37.000
1048,25696,27,2023-09-06T07:50:37.000
1049,25694,27,2023-09-06T07:50:37.000
1050,24946,30,2023-09-06T08:01:22.000
1051,24941,30,2023-09-06T08:01:22.000
1052,24944,35,2023-09-06T08:01:22.000
1053,24930,28,2023-09-06T08:01:23.000
1054,24924,27,2023-09-06T08:01:23.000
1055,24925,15,2023-09-06T08:01:23.000
1056,24926,27,2023-09-06T08:01:23.000
1057,24927,26,2023-09-06T08:01:23.000
1058,24928,16,2023-09-06T08:01:23.000
1059,24929,39,2023-09-06T08:01:23.000
1060,24931,22,2023-09-06T08:01:23.000
1061,24933,37,2023-09-06T08:01:23.000
1062,24934,36,2023-09-06T08:01:23.000
1063,24935,35,2023-09-06T08:01:23.000
1064,24936,20,2023-09-06T08:01:23.000
1065,24937,26,2023-09-06T08:01:23.000
1066,24938,16,2023-09-06T08:01:23.000
1067,24939,14,2023-09-06T08:01:23.000
1068,24940,23,2023-09-06T08:01:23.000
1069,24932,14,2023-09-06T08:01:23.000
1070,24918,20,2023-09-06T08:01:24.000
1071,24920,27,2023-09-06T08:01:24.000
1072,24919,13,2023-09-06T08:01:24.000
1073,24922,17,2023-09-06T08:01:24.000
1074,24923,19,2023-09-06T08:01:24.000
1075,24921,25,2023-09-06T08:01:24.000
1076,24141,29,2023-09-06T08:10:45.000
1077,24140,29,2023-09-06T08:10:45.000
1078,24136,35,2023-09-06T08:10:45.000
1079,24124,21,2023-09-06T08:10:46.000
1080,24118,28,2023-09-06T08:10:46.000
1081,24119,25,2023-09-06T08:10:46.000
1082,24120,18,2023-09-06T08:10:46.000
1083,24121,33,2023-09-06T08:10:46.000
1084,24122,27,2023-09-06T08:10:46.000
1085,24125,14,2023-09-06T08:10:46.000
1086,24117,39,2023-09-06T08:10:46.000
1087,24127,25,2023-09-06T08:10:46.000
1088,24126,27,2023-09-06T08:10:46.000
1089,24134,25,2023-09-06T08:10:46.000
1090,24133,10,2023-09-06T08:10:46.000
1091,24132,15,2023-09-06T08:10:46.000
1092,24123,21,2023-09-06T08:10:46.000
1093,24130,20,2023-09-06T08:10:46.000
1094,24131,23,2023-09-06T08:10:46.000
1095,24128,13,2023-09-06T08:10:46.000
1096,24129,26,2023-09-06T08:10:46.000
1097,23341,31,2023-09-06T08:20:56.000
1098,23336,29,2023-09-06T08:20:56.000
1099,23335,26,2023-09-06T08:20:56.000
1100,23329,14,2023-09-06T08:20:56.000
1101,23328,25,2023-09-06T08:20:56.000
1102,23310,13,2023-09-06T08:20:57.000
1103,23311,29,2023-09-06T08:20:57.000
1104,23312,17,2023-09-06T08:20:57.000
1105,23313,40,2023-09-06T08:20:57.000
1106,23314,29,2023-09-06T08:20:57.000
1107,23315,12,2023-09-06T08:20:57.000
1108,23316,27,2023-09-06T08:20:57.000
1109,23317,28,2023-09-06T08:20:57.000
1110,23309,24,2023-09-06T08:20:57.000
1111,23319,29,2023-09-06T08:20:57.000
1112,23320,21,2023-09-06T08:20:57.000
1113,23321,16,2023-09-06T08:20:57.000
1114,23322,23,2023-09-06T08:20:57.000
1115,23323,21,2023-09-06T08:20:57.000
1116,23324,20,2023-09-06T08:20:57.000
1117,23325,12,2023-09-06T08:20:57.000
1118,23326,35,2023-09-06T08:20:57.000
1119,23318,40,2023-09-06T08:20:57.000
1120,23327,27,2023-09-06T08:20:57.000
1121,22523,20,2023-09-06T08:31:07.000
1122,22522,23,2023-09-06T08:31:07.000
1123,22521,14,2023-09-06T08:31:07.000
1124,22517,26,2023-09-06T08:31:07.000
1125,22519,16,2023-09-06T08:31:07.000
1126,22518,35,2023-09-06T08:31:07.000
1127,22524,11,2023-09-06T08:31:07.000
1128,22516,19,2023-09-06T08:31:07.000
1129,22520,16,2023-09-06T08:31:07.000
1130,22526,22,2023-09-06T08:31:07.000
1131,22530,23,2023-09-06T08:31:07.000
1132,22528,23,2023-09-06T08:31:07.000
1133,22529,37,2023-09-06T08:31:07.000
1134,22531,21,2023-09-06T08:31:07.000
1135,22532,27,2023-09-06T08:31:07.000
1136,22533,31,2023-09-06T08:31:07.000
1137,22534,27,2023-09-06T08:31:07.000
1138,22535,26,2023-09-06T08:31:07.000
1139,22536,38,2023-09-06T08:31:07.000
1140,22538,30,2023-09-06T08:31:07.000
1141,22527,25,2023-09-06T08:31:07.000
1142,22537,35,2023-09-06T08:31:07.000
1143,22511,10,2023-09-06T08:31:08.000
1144,22515,25,2023-09-06T08:31:08.000
1145,22514,31,2023-09-06T08:31:08.000
1146,22512,25,2023-09-06T08:31:08.000
1147,21742,35,2023-09-06T08:40:22.000
1148,21743,27,2023-09-06T08:40:22.000
1149,21735,28,2023-09-06T08:40:23.000
1150,21710,19,2023-09-06T08:40:23.000
1151,21711,29,2023-09-06T08:40:23.000
1152,21712,29,2023-09-06T08:40:23.000
1153,21713,18,2023-09-06T08:40:23.000
1154,21714,29,2023-09-06T08:40:23.000
1155,21715,11,2023-09-06T08:40:23.000
1156,21716,10,2023-09-06T08:40:23.000
1157,21717,28,2023-09-06T08:40:23.000
1158,21718,26,2023-09-06T08:40:23.000
1159,21719,25,2023-09-06T08:40:23.000
1160,21720,22,2023-09-06T08:40:23.000
1161,21721,25,2023-09-06T08:40:23.000
1162,21733,27,2023-09-06T08:40:23.000
1163,21723,28,2023-09-06T08:40:23.000
1164,21724,28,2023-09-06T08:40:23.000
1165,21725,18,2023-09-06T08:40:23.000
1166,21726,25,2023-09-06T08:40:23.000
1167,21727,18,2023-09-06T08:40:23.000
1168,21728,33,2023-09-06T08:40:23.000
1169,21729,24,2023-09-06T08:40:23.000
1170,21730,36,2023-09-06T08:40:23.000
1171,21731,29,2023-09-06T08:40:23.000
1172,21732,33,2023-09-06T08:40:23.000
1173,21722,26,2023-09-06T08:40:23.000
1174,21734,23,2023-09-06T08:40:23.000
1175,20917,23,2023-09-06T08:50:38.000
1176,20916,33,2023-09-06T08:50:38.000
1177,20915,16,2023-09-06T08:50:38.000
1178,20910,29,2023-09-06T08:50:38.000
1179,20913,29,2023-09-06T08:50:38.000
1180,20912,26,2023-09-06T08:50:38.000
1181,20911,36,2023-09-06T08:50:38.000
1182,20914,18,2023-09-06T08:50:38.000
1183,20919,31,2023-09-06T08:50:38.000
1184,20918,10,2023-09-06T08:50:38.000
1185,20921,25,2023-09-06T08:50:38.000
1186,20920,20,2023-09-06T08:50:38.000
1187,20929,20,2023-09-06T08:50:38.000
1188,20928,25,2023-09-06T08:50:38.000
1189,20927,18,2023-09-06T08:50:38.000
1190,20925,28,2023-09-06T08:50:38.000
1191,20924,35,2023-09-06T08:50:38.000
1192,20923,28,2023-09-06T08:50:38.000
1193,20922,33,2023-09-06T08:50:38.000
1194,20926,25,2023-09-06T08:50:38.000
1195,20899,33,2023-09-06T08:50:39.000
1196,20900,30,2023-09-06T08:50:39.000
1197,20901,25,2023-09-06T08:50:39.000
1198,20902,30,2023-09-06T08:50:39.000
1199,20903,12,2023-09-06T08:50:39.000
1200,20904,25,2023-09-06T08:50:39.000
1201,20906,30,2023-09-06T08:50:39.000
1202,20908,23,2023-09-06T08:50:39.000
1203,20909,27,2023-09-06T08:50:39.000
1204,20905,27,2023-09-06T08:50:39.000
1205,20907,23,2023-09-06T08:50:39.000
1206,20110,37,2023-09-06T09:01:21.000
1207,20108,25,2023-09-06T09:01:21.000
1208,20109,33,2023-09-06T09:01:21.000
1209,20111,35,2023-09-06T09:01:21.000
1210,20115,23,2023-09-06T09:01:21.000
1211,20116,21,2023-09-06T09:01:21.000
1212,20119,25,2023-09-06T09:01:21.000
1213,20120,27,2023-09-06T09:01:21.000
1214,20113,23,2023-09-06T09:01:21.000
1215,20088,22,2023-09-06T09:01:22.000
1216,20089,29,2023-09-06T09:01:22.000
1217,20090,23,2023-09-06T09:01:22.000
1218,20091,25,2023-09-06T09:01:22.000
1219,20092,18,2023-09-06T09:01:22.000
1220,20093,28,2023-09-06T09:01:22.000
1221,20094,28,2023-09-06T09:01:22.000
1222,20096,26,2023-09-06T09:01:22.000
1223,20097,18,2023-09-06T09:01:22.000
1224,20095,36,2023-09-06T09:01:22.000
1225,20099,26,2023-09-06T09:01:22.000
1226,20107,29,2023-09-06T09:01:22.000
1227,20098,34,2023-09-06T09:01:22.000
1228,20105,22,2023-09-06T09:01:22.000
1229,20104,36,2023-09-06T09:01:22.000
1230,20106,27,2023-09-06T09:01:22.000
1231,20102,25,2023-09-06T09:01:22.000
1232,20101,17,2023-09-06T09:01:22.000
1233,20100,30,2023-09-06T09:01:22.000
1234,20103,33,2023-09-06T09:01:22.000
1235,19324,35,2023-09-06T09:10:43.000
1236,19323,27,2023-09-06T09:10:43.000
1237,19311,31,2023-09-06T09:10:44.000
1238,19307,18,2023-09-06T09:10:44.000
1239,19308,23,2023-09-06T09:10:44.000
1240,19309,29,2023-09-06T09:10:44.000
1241,19310,27,2023-09-06T09:10:44.000
1242,19312,29,2023-09-06T09:10:44.000
1243,19317,23,2023-09-06T09:10:44.000
1244,19314,25,2023-09-06T09:10:44.000
1245,19315,25,2023-09-06T09:10:44.000
1246,19316,22,2023-09-06T09:10:44.000
1247,19320,28,2023-09-06T09:10:44.000
1248,19318,23,2023-09-06T09:10:44.000
1249,19319,31,2023-09-06T09:10:44.000
1250,19313,31,2023-09-06T09:10:44.000
1251,19296,30,2023-09-06T09:10:45.000
1252,19297,25,2023-09-06T09:10:45.000
1253,19298,32,2023-09-06T09:10:45.000
1254,19299,32,2023-09-06T09:10:45.000
1255,19300,34,2023-09-06T09:10:45.000
1256,19302,25,2023-09-06T09:10:45.000
1257,19303,27,2023-09-06T09:10:45.000
